uname,sex,message,like,uid,location
踏月寻君廿二春,女,"为什么有人说爱拯救世界很扯啊？这电影里的爱是让男主儿子坚守，让男主女儿回到那个幽灵在的书房，让男主身处高维度用引力去干涉三维空间。它发挥的只是人的主观能动性，让人用客观规律去改变世界，并不存在有人所说的“大喊爱与正义突然就有了力量然后改变世界”这种日漫风格的情况啊。
总是拿流浪地球拉踩，但三体三里类似的情节也有一些，譬如高维影响低维，譬如天上一天地下一年。除此之外还有时空悖论之类的，很多科幻作品也有相关的内容，譬如科幻世界的部分短篇。
另外，我是真忍不了一些幽默三体粉了，大刘的书都没看完，国内作者的书都没咋看，科幻世界都没订过几本，就在这里妄谈科幻作品，总来拉踩，言及必谈还得是硬科幻。看过几部硬科幻啊？就看过三体吧，三体都没看完吧，科幻世界已经引进的硬科幻龙蛋星震这些硬科幻都没看过吧。",248,488292205,陕西
科斯又名科斯穆,男,S·T·A·Y,254,27389358,未知
金欧诗鸢,保密,"星际穿越：时间既可以拉长也可以压缩但是不能倒流
 信条：笑死",1722,85424207,未知
平子bob,男,"当年看完，我不知道我的理解对不对。

布兰德最后降落的星球，适合人类发展。于是PLAN B成功，她将人类之种培育成功了。后来发展成了极高维的文明。于是，打破时间的维度，给与片中时间维度的地球人创造了一个虫洞。

而男主角在黑洞内打破了空间与时间，告知了女儿G点的信息，女儿找到了逃离地球的方法，于是寻找到了后来回归到同一纬度宇宙中漂浮的父亲（男主角）。",3551,22970964,未知
羽の殇の,男,"虽然我也不是什么大佬
但好歹也追这个片很久了，稍微科普一下
首先建议科（物）幻（理）迷（大）们（佬）去读一下同名科普读物《星际穿越》，是由星穿的顾问物理学家基普索恩写的一本专业性极强的书，另外如果质疑剧情倒是无可厚非，但是如果质疑情节的科学性恐怕不太妥当，当然如果你能找出一些这个物理学家忽略的漏洞那也行，真的被大家吐槽的也就是那个强悍无比的飞船引擎
这部电影绝大多数设定和情节都是属于那种“概率极低但可能发生”的事情，当然也有的是纯理论的科幻。诸如枯萎病，虫洞（基普说了，虫洞基本不可能形成，形成了也会在极短时间内消失，但作为科幻素材何尝不可呢），黑洞之类的素材科幻片并不鲜见，但星穿确实是将这些融合的堪称典范之作。
影片中米勒星球的时间畸变源自于相对论，山海巨浪也是黑洞潮汐力作用的结果。顺便提一下，卡冈都亚的质量设定是“至少1亿倍太阳质量”，影片中为了美观将它的视界范围大大缩小了，实际上太阳跟它比也不过是个像素点。（但注意，有人说比一个太阳系都大是不严谨的，太阳系一般认为的范围是以太阳为中心直径3.2光年的奥尔特云，即使是最大的几个黑洞（数百亿倍太阳质量）的视界跟奥尔特云比也只是很小的家伙）
枯萎病是也是真实存在的，但现实中的枯萎病一般有泛型和特型，特型枯萎病能够杀死某一种类的植物的99％以上，而泛型能够影响到几乎所有植物但致命性弱。影片中的枯萎病是结合了泛型和特型的超强枯萎病
影片中最后男主坠入了黑洞却没有被撕碎因为他并没有坠入相对更狂暴的BKL奇（qí）点，徘徊者号实际上是夹在温和的外飞奇点和下落奇点之间，库铂最终没有坠入BKL奇点而是坠入了未来人类放置的超立方体（80年代前大多数物理学家一直认为超体是纯虚构，基普说如今科学家已经在考虑其真实存在的可能性）
最终，通过库铂的数据，墨菲找到了控制引力异常的办法，布兰德则在艾德蒙斯星确认了可居住的条件，基本上可以说了AB计划都完成了",1751,175589337,未知
非鑫yhc,保密,从二战到未来，从校园到火星，美国一直不忘拯救马特达蒙，也真是煞费苦心了[小电视_嘟嘴],28622,36028957,未知
这个名字起得好啊,保密,有钱就多买点( ´_ゝ｀),2325,8972215,未知
空中花园の后宫王,男,发现很多人只看到女儿的，却没有看到儿子的等待,5706,11190511,未知
玫瑰色艳火,男,"蝙蝠侠系列✘
诺兰系列✔",1964,4067888,未知
走进自闭,保密,"就这还9.9？这电影是我在影院看过最憋屈的电影，没有之一。     
因为公共场合哭出声来太丢人了[doge][doge]",284,319198233,未知
珂字辈,男,"另外，不要老拿流浪地球来比，我看刘慈欣小说的时候流浪地球还没拍。
星际穿越的硬伤是即使有枯萎病，即使全部植物灭绝，大气层氧气全部降低，其实地球环境也远比其他类地行星要好。所以出发去找其他星球完全是先有这个点子，再有枯萎病的原因。
流浪地球也有硬伤，大刘亲自说的，即使有上万台行星发动机，也远不足以推动地球。流浪地球一样是先有带走地球这个浪漫的点子，再有行星发动机的原因。

看多了科幻作品就知道，科幻都是先有点子，再通过一些看似科学实际经不起推敲和计算的解释，去解释这个点子。这才是科幻的魅力。",4399,1471941,未知
柴可夫斯基不会开飞机,女,前晚做梦梦到爸爸了，对于我这种极少做梦的人来说，太惊喜了。还是一个好梦，醒来之后我还记得一清二楚。我都以为自己要关于爸爸的记忆在一点点淡忘，可是在梦里他又是那么的清晰，说话行事都那么像。这部片子我早知道b站上了，可是一直没勇气来重温。这是我跟爸妈一起去看的最后一场电影，我和我妈都是诺兰和科幻粉，所以看的特别开心，老爸就在旁边看着看着睡着了，就像他看电视那样。屏幕上宇宙星空的变幻变成打在爸爸脸上的光影，他睡的好香，还响起了呼噜。我记得好清楚，明明当初觉得有点尴尬的场面，在记忆里是那么的令人怀念。昨晚听着原野追逐躺上床，突然间就打开星际穿越看起来了。原谅我的私心把它排在我的电影第一，希望我也能像墨菲一样，有一天也能看到那个属于我的拨动的指针。,1132,10079863,未知
peasyfly,男,不如把流浪地球和盗梦空间也买了吧，挺想重温下[滑稽],12230,10204618,未知
原野追逐--,男,"他，会在卡冈图雅的奇点，做我们的“幽灵”

-------至霍金",1998,33044582,未知
说好的黑色呢,男,竟然会有那么多弹幕洗白曼恩，说曼恩是为了执行B计划。真要笑死了，如果曼恩不发假消息那么男主他们就直接去艾德蒙斯的星球执行B计划了，就不会去曼恩的星球浪费燃料了，他就是怕死而已,4598,7836608,未知
番茄炒蛋只要蛋QAQ,男,万人血书《盗梦空间》（1/10000）,1815,103352794,未知
DJ_Carter-Liu,男,里面的布兰德博士是安妮海瑟薇，她不仅是黑暗骑士崛起中猫女也是一天里的艾玛，她还与狼叔配对演过悲惨世界，凭此加冕影后，记得看她的混剪时很多人都没看出来星际穿越里的布兰德博士也是她。。。,238,92632800,未知
账号已注销,保密,蝙蝠侠三部曲有了，现在连星际穿越都有了，盗梦空间还远吗[滑稽],960,36253810,未知
努力的Lorre,男,来🌶,2917,7487399,未知
可爱的伊蕾娜---,男,既然流浪地球2中都有致敬星际穿越的情节，那为啥这些人还要黑星际穿越呢？,181,1520977103,四川
天然⑨症候群,男,为啥是9.9分而不是10分，哪个打了低于5星的站出来，我……我要用爱感化他[蛆音娘_生气],1718,336916,未知
MjolnirRagnrok,保密,[支持],216,360632593,江苏
RD_J,保密,"这部电影没有什么所谓的神学，是“我们”拯救了“我们”，我们就是我们的救世主。如同三体的蓝色空间一样，成功的延续了人类文明一直到宇宙的尽头，最后的回归才会有人类语言在里面。未来的人类用库伯作为他们的桥梁，连接了过去和未来，一切都成为了一个圆圈，一个。环。

莫比乌斯带。

开始既是终点，终点也是开始。

一条线。在莫比乌斯带上画着，走着。。。。走着。。。

有个人。拿着这支笔，画着这条线。

有只笔。被人拿着，在纸上画线，他的作用就是如此。。。。。。。。。。",1151,169350058,未知
LP337,男,我怀疑其实未来的人类已经在想办法拯救和开导我们了，比如用苹果砸了牛顿的脑袋[doge],177,211998,未知
纹暮里,保密,讲个笑话，有天中午我在客厅，鬼使神差的往向柜子一角的杯子（是十几年前雀巢奶粉送的杯子）这杯子在这已经放了很久，也没有碰过，我就很无意的拿起来，惊奇的发现杯底和杯壁已经分离了，边缘是很光滑的缺口，不像是外力造成的，然后我叫妈正说起，这是右侧厨房响起嘭的清脆一声，我顺着望去，只看到灶台上有一个玻璃碗，过去发现碗的边沿，有一个弧形豁口，大概有两厘米长，然后在地上找到了月牙形的玻璃缺口，当时和我妈震惊了半天，直到今天看了这电影，可惜了我没墨菲觉悟，也没科学家父亲，所以也不知道是谁在高维度空间给我传递了这消息，我感到很抱歉，这个笑话一点不好笑确发生了，以至于我现在正怀疑世界[笑哭],203,429561559,未知
富兰克林图书馆,女,不管是流浪地球的粉丝还是星际穿越的粉丝，真的不至于互相贬损......何必呢，只是内核不同的优秀的科幻电影。更认同哪一个是个人的选择，哲学上还讲人的感知不对称呢。[tv_笑哭]科幻粉丝们吵起来让双粉情何以堪啊。[tv_笑哭],59,383197948,山东
Arctic_Line,保密,索性把地心引力和火星救援都买了呗，这不就一桌斗地主了吗[滑稽],2186,2857845,未知
特殊小猫,男,难道没有人像我一样，觉得两部电影都是好电影吗？为啥要吵来吵去？[笑哭],66,75327902,吉林
沃简拉基茨嘚,男,方程解开之后人类就能控制引力异常。只要几小时的低引力状态，人类就能运送相当于正常引力状态下几万呗倍重的材料至太空里。,593,16478768,未知
薄荷味丶亡灵,保密,看完艺画开天的三体来洗洗眼睛,169,730005,江苏
我是个橘子啊,男,大概解释一下环形飞船如何制造“重力”，首先太空中没有重力，所以飞船内壁对人的支持力指向圆心且处处相等，牛二Fn=ma，由题可知圆周运动支持力提供向心力，列出Fn=mv²/r，ma=mv²/r，化简得a=v²/r，r为环形飞船半径，v为线速度，若要在非常上创造与地球赤道上相等的重力加速度(赤道上重力加速度最大)，则:mg=GMm/R²，R为地球赤道半径，G为万有引力常量，M为地球质量，化简得地球赤道重力加速度g=GM/R²，若a=g，则v²/r=GM/R²，变式得v=根号下(GMr/R²)，线速度为该值时人在飞船内壁上受到的加速度与重力加速度相等，当然这种情况下不能随便去跳，竖直跳起后线速度变化，所以应当使用角速度，v=wr，w为角速度，a=v²/r，a=w²r，自变量唯一，应变量唯一，所以竖直跳起时r减小，人受到的加速度减小，设半径减小为h，则减小的具体值为w=根号下(GM/R²r)与a=w²h得a=GMh/R²r。抱歉，遇到可以用所学解释的生活现象就会忍不住停下来推导，这算是本人的一些小嗜好，不喜勿喷，谢谢。[呲牙],698,38884850,未知
凉宫春日的天空,女,看评论说这部电影是14年上映的，当时我和初恋还联系了一次，他说他自己去看了星际穿越，后来见了一面，那是最后一次见面，到明年已经整十年了，十年真的感觉不到，对我来说和他上次见面就仿佛是去年，上个月，昨天的事，时间真是一个抽象的东西,69,31640767,山东
橡子T,保密,哈哈哈 弹幕里一个谢邀人在黑洞刚弹出飞机的笑死[喜极而泣][笑哭],148,278331270,未知
6adpuppy,保密,球2和星际穿越根本就不是一个类型…有什么必要踩一脚捧一脚。,135,580718,广西
周美灵是我大姐头,男,这次再看一遍，陪弹幕的物理学家们,537,29080508,未知
喜歡宛如大海,女,这就是宇宙的浪漫啊！,145,25600409,未知
Qd_Qd,男,在各种科幻电影和其他作品下提三体和流浪地球的，真是把民族自卑感体现的淋漓尽致，对好的作品没有任何哪怕是一点尊重,328,24476173,未知
牛尾くれや,男,你大会员的98有了,401,28882567,未知
全国睡衣登山冠军,男,"我就不懂了，进黑洞那段弹幕里总有几个神仙说“要是现实里早就被无限拉长了”“现实里早就被拉成粒子了”“现实里……”
？？？你们是神仙吗？你们进去过？
这不就是理论吗？没进去带出信息之前，鬼知道黑洞是怎样的，你们怕不是进去过？大物理学家们？
那么多逼话讲看什么电影？去中科院啊？你们这群键盘侠。拍又拍不出，看又不好好看，到头来自己本科没有发表重大言论。
b站那些科普up和记录片都是让我们了解一下，知道有这么一回事，不至于被骗了，涨涨我们的见识，开开我们的眼界。
而不是让你们一天天的哔哔哔，要是真让你看个全懂，那要科学家干什么。
别tm一天天半瓶水不到在那欻欻的响。
没人想听，闭嘴吧弟弟，听着心烦！",1983,156915610,未知
修远可乐,保密,比起国内那部，我还是更喜欢星际穿越,73,8998242,广西
郁江晓帆,男,关键这里面的科学顾问可是去年诺贝尔物理奖得主基普索恩的杰作，也是电影后3年拿到了诺奖，也是电影里面部分展示的引力波（引力波通信），牛人，还有里面除了引力波，黑洞的描写也是索恩教授的杰作，还有天体情况。,129,32502660,未知
